ID_firm_anonym,weights1_all_sample,weights2_3600,weights2_all,lis_e34
F0508,19.230770111084,30.7781753540039,24.3629093170166,30000
F0512,2.82258057594299,4.29813718795776,3.61913704872131,30000
F0516,4.85829925537109,7.77553844451904,6.15483951568604,19850
F0518,5.19031143188477,8.30691242218018,6.57545614242554,20000
F0519,6.25,10.0029067993164,7.91794490814209,120000
F0523,2.9569890499115,4.50281047821045,3.79147696495056,40000
F0529,4.85829925537109,7.77553844451904,6.15483951568604,60000
F0533,5.37330293655396,8.5997838973999,6.8072829246521,15000
F0534,2.71493220329285,4.34515428543091,3.43946933746338,60000
F0535,23.0769233703613,36.9338073730469,29.2354888916016,18000
F0536,4.79105663299561,7.66791915893555,6.06965208053589,40000
F0540,2.41935467720032,3.68411755561829,3.10211753845215,15000
F0543,5.05722665786743,8.09391403198242,6.4068546295166,15000
F0544,18.235294342041,29.1849498748779,23.1017684936523,10000
F0546,3.22580647468567,4.91215658187866,4.13615655899048,60000
F0548,5.26315784454346,8.42350006103516,6.66774320602417,22000
F0549,18.7499980926514,30.0087184906006,23.753833770752,15000
F0552,4.87295532226563,7.79899454116821,6.17340660095215,62000
F0553,14.9999990463257,24.0069751739502,19.0030670166016,12000
F0554,4.25871706008911,6.81592798233032,5.39524602890015,29200
F0557,2.26244354248047,3.62096166610718,2.86622452735901,30000
F0561,2.26244354248047,3.62096166610718,2.86622452735901,40000
F0562,2.71493220329285,4.34515428543091,3.43946933746338,56000
F0564,9.90712070465088,15.8560009002686,12.55104637146,45000
F0567,18.235294342041,29.1849498748779,23.1017684936523,50000
F0570,9.44902801513672,15.1228399276733,11.9707021713257,15000
F0576,16.153844833374,25.8536643981934,20.4648418426514,45000
F0580,5.19031143188477,8.30691242218018,6.57545614242554,37900
F0581,10,16.0046501159668,12.6687116622925,16000
F0587,3.39366507530212,5.43144226074219,4.29933643341064,30000
F0588,2.9569890499115,4.50281047821045,3.79147696495056,80000
F0590,16.153844833374,25.8536643981934,20.4648418426514,10800
F0595,2.71493220329285,4.34515428543091,3.43946933746338,42000
F0602,4.24208116531372,6.78930282592773,5.37417078018188,40000
F0605,1.61290323734283,2.45607829093933,2.06807827949524,60000
F0607,3.11085963249207,4.97882223129272,3.94105839729309,80000
F0610,9.71519756317139,15.5488348007202,12.3079042434692,16000
F0612,2.26244354248047,3.62096166610718,2.86622452735901,15000
F0616,3.16742062568665,5.06934642791748,4.01271390914917,10000
F0619,3.04659485816956,4.63925886154175,3.90636992454529,25000
F0620,4.92414140701294,7.88091659545898,6.23825311660767,20000
F0628,2.41935467720032,3.68411755561829,3.10211753845215,60000
F0639,3.22580647468567,4.91215658187866,4.13615655899048,40000
F0640,5.87044525146484,9.39544296264648,7.43709850311279,19000
F0642,4.45344161987305,7.12757778167725,5.64193677902222,48000
F0643,2.41935467720032,3.68411755561829,3.10211753845215,15000
F0646,4.24208116531372,6.78930282592773,5.37417078018188,199000
F0647,5.37330293655396,8.5997838973999,6.8072829246521,30000
F0648,3.22580647468567,4.91215658187866,4.13615655899048,25000
F0649,18.235294342041,29.1849498748779,23.1017684936523,10000
F0651,3.22580647468567,4.91215658187866,4.13615655899048,40000
F0652,3.68421053886414,5.89645004272461,4.66742038726807,40000
F0653,4.52488708496094,7.24192333221436,5.73244905471802,50000
F0654,3.11085963249207,4.97882223129272,3.94105839729309,28000
F0659,18.4615383148193,29.547046661377,23.3883895874023,10000
F0661,4.45344161987305,7.12757778167725,5.64193677902222,14000
F0662,3.22580647468567,4.91215658187866,4.13615655899048,40000
F0665,18.4615383148193,29.547046661377,23.3883895874023,13000
F0668,18.4615383148193,29.547046661377,23.3883895874023,24500
F0676,2.26244354248047,3.62096166610718,2.86622452735901,45000
F0677,3.6199095249176,5.79353857040405,4.58595895767212,30000
F0678,3.22580647468567,4.91215658187866,4.13615655899048,15000
F0679,4.21052646636963,6.73880052566528,5.33419466018677,19500
F0682,4.07239818572998,6.51773071289063,5.15920352935791,20000
F0683,4.24208116531372,6.78930282592773,5.37417078018188,20000
F0688,2.41935467720032,3.68411755561829,3.10211753845215,15000
