"","ID_firm_anonym","end_G17"
"1331","F5712",10000
"1332","F5715",20000
"1333","F5722",10000
"1334","F5733",10000
"1335","F5734",60000
"1336","F5739",20000
"1337","F5741",40000
"1338","F5743",20000
"1339","F5750",65000
"1340","F5751",50000
"1341","F5760",52200
"1342","F5765",13000
"1343","F5767",5e+05
"1344","F5769",0
"1345","F5774",55000
"1346","F5776",150000
"1347","F5792",150000
"1348","F5795",8000
"1349","F5796",35000
"1350","F5804",30000
"1351","F5805",0
"1352","F5806",1e+05
"1353","F5807",250000
"1354","F5810",7000
"1355","F5811",2e+05
"1356","F5814",20000
"1357","F5815",5000
"1358","F5817",30000
"1359","F5831",120000
"1360","F5839",5500
"1361","F5840",3e+05
"1362","F5847",25000
"1363","F5851",45000
"1364","F5867",5e+05
"1365","F5868",35000
"1366","F5870",50000
"1367","F5873",150000
"1368","F5877",0
"1369","F5881",15000
"1370","F5888",64000
"1371","F5894",240000
"1372","F5901",16000
"1373","F5905",20000
"1374","F5908",8000
"1375","F5917",4e+05
"1376","F5920",500
"1377","F5921",2e+06
"1378","F5924",28000
"1379","F5925",150000
"1380","F5933",32000
"1381","F5937",1e+05
"1382","F5938",1e+05
"1383","F5946",50000
"1384","F5947",20000
"1385","F5949",20000
"1386","F5951",63000
"1387","F5964",8000
"1388","F5965",10000
"1389","F5972",0
"1390","F5973",33000
"1391","F5981",40000
"1392","F5986",35000
"1393","F5988",80000
"1394","F5989",20000
"1395","F5991",9000
"1396","F5998",320000
"1397","F6013",70050
"1398","F6020",12000
"1399","F6023",8000
"1400","F6026",80000
"1401","F6027",4e+05
"1402","F6029",15000
"1403","F6033",40000
"1404","F6034",10000
"1405","F6045",10000
"1406","F6049",30000
"1407","F6050",1e+05
"1408","F6052",30000
"1409","F6054",60000
"1410","F6059",120000
"1411","F6063",25000
"1412","F6067",30000
"1413","F6069",52000
"1414","F6076",10000
"1415","F6089",50000
"1416","F6098",54000
"1417","F6099",30000
"1418","F6108",1e+05
"1419","F6118",20000
"1420","F6120",36000
"1421","F6121",18000
"1422","F6125",50000
"1423","F6131",156000
"1424","F6132",3e+05
"1425","F6135",70000
"1426","F6136",30000
"1427","F6142",12000
"1428","F6146",5000
"1429","F6152",25000
"1430","F6157",15000
"1431","F6158",60000
"1432","F6164",2000
"1433","F6165",4e+05
"1434","F6174",35000
"1435","F6176",3e+05
"1436","F6180",12000
"1437","F6184",60000
"1438","F6186",30000
"1439","F6188",45000
"1440","F6190",70000
"1441","F6196",50000
"1442","F6199",45000
"1443","F6201",15000
"1444","F6204",35000
"1445","F6209",50000
"1446","F6211",40000
"1447","F6224",1e+05
"1448","F6226",12000
"1449","F6229",50000
"1450","F6230",7000
"1451","F6234",125000
"1452","F6236",0
"1453","F6238",35000
"1454","F6241",30000
"1455","F6244",16000
"1456","F6251",2e+05
"1457","F6252",50000
"1458","F6258",23400
"1459","F6260",2000
"1460","F6276",210000
"1461","F6280",90000
"1462","F6281",10000
"1463","F6282",50000
"1464","F6285",1000
"1465","F6292",1600
"1466","F6296",25000
"1467","F6311",75000
"1468","F6315",25000
"1469","F6319",12000
"1470","F6321",60000
"1471","F6325",60000
"1472","F6326",15000
"1473","F6334",10000
"1474","F6338",20000
"1475","F6345",60000
"1476","F6347",15000
"1477","F6349",472000
"1478","F6364",50000
"1479","F6366",5000
"1480","F6371",50000
"1481","F6372",80000
"1482","F6374",0
"1483","F6379",0
"1484","F6389",100005
"1485","F6392",1e+05
"1486","F6396",10000
"1487","F6402",8e+05
"1488","F6403",60000
"1489","F6409",170000
"1490","F6422",45000
"1491","F6436",20000
"1492","F6437",10000
"1493","F6447",15000
"1494","F6454",40000
"1495","F6466",1200000
"1496","F6468",10000
"1497","F6470",20000
"1498","F6473",139200
"1499","F6476",30000
"1500","F6478",35000
"1501","F6481",10000
"1502","F6486",45000
"1503","F6489",2e+05
"1504","F6491",5000
"1505","F6493",10000
"1506","F6495",5000
"1507","F6496",80000
"1508","F6499",150000
"1509","F6512",30000
"1510","F6517",52000
"1511","F6518",25000
"1512","F6521",5200
"1513","F6522",15000
"1514","F6523",1e+05
"1515","F6528",15000
"1516","F6529",35000
"1517","F6531",10000
"1518","F6538",1800
"1519","F6539",50000
"1520","F6542",0
"1521","F6545",12000
"1522","F6548",1e+05
"1523","F6549",8000
"1524","F6554",17000
"1525","F6568",15000
"1526","F6569",15000
"1527","F6571",60000
"1528","F6572",40000
"1529","F6577",15000
"1530","F6578",3e+05
"1531","F6582",25000
"1532","F6584",30000
"1533","F6590",150000
"1534","F6591",20000
"1535","F6596",30000
"1536","F6600",50000
"1537","F6606",360000
"1538","F6607",60000
"1539","F6617",215000
"1540","F6621",65000
"1541","F6629",10000
"1542","F6636",40000
"1543","F6642",20200
"1544","F6646",25000
"1545","F6648",50000
"1546","F6658",38200
"1547","F6659",25000
"1548","F6664",22000
"1549","F6670",30000
"1550","F6674",7000
"1551","F6675",20000
"1552","F6677",7000
"1553","F6681",35000
"1554","F6687",1e+05
"1555","F6691",50000
"1556","F6693",15000
"1557","F6700",20000
"1558","F6701",50000
"1559","F6706",75000
"1560","F6711",10000
"1561","F6713",3e+05
"1562","F6717",15000
"1563","F6725",90000
"1564","F6741",60000
"1565","F6751",15000
"1566","F6759",15000
"1567","F6760",90000
"1568","F6764",65000
"1569","F6771",40000
"1570","F6774",20000
"1571","F6780",108000
"1572","F6781",135000
"1573","F6792",25000
"1574","F6795",50000
"1575","F6801",75000
"1576","F6803",60000
"1577","F6807",26000
"1578","F6808",8000
"1579","F6810",20000
"1580","F6813",70000
"1581","F6814",60000
"1582","F6820",120000
"1583","F6821",130000
"1584","F6824",250000
"1585","F6828",3e+05
"1586","F6829",20000
"1587","F6831",45000
"1588","F6842",10000
"1589","F6847",30000
"1590","F6848",30000
"1591","F6852",30000
"1592","F6856",3000
"1593","F6862",84400
"1594","F6867",42000
"1595","F6871",150000
"1596","F6880",15000
"1597","F6890",20000
"1598","F6891",1e+05
"1599","F6896",60000
"1600","F6898",30000
"1601","F6905",90000
"1602","F6910",15000
"1603","F6912",3e+05
"1604","F6914",90000
"1605","F6917",50000
"1606","F6924",20000
"1607","F6925",2e+05
"1608","F6930",25000
"1609","F6934",80000
"1610","F6935",25000
"1611","F6939",0
"1612","F6943",150000
"1613","F6945",1e+05
"1614","F6951",65000
"1615","F6954",27000
"1616","F6963",80000
"1617","F6970",5000
"1618","F6972",60000
"1619","F6974",20000
"1620","F6976",40000
"1621","F6977",25000
"1622","F6979",45000
"1623","F6983",11000
"1624","F6986",15000
"1625","F6989",20000
"1626","F6991",52000
"1627","F6995",50000
"1628","F6997",40000
"1629","F7001",14000
"1630","F7003",0
"1631","F7006",20000
"1632","F7014",35000
"1633","F7017",2000
"1634","F7031",15000
"1635","F7033",28000
"1636","F7034",15000
"1637","F7038",45000
"1638","F7040",40000
"1639","F7052",15000
"1640","F7053",5000
"1641","F7058",60000
"1642","F7059",70000
"1643","F7065",4e+05
"1644","F7072",45000
"1645","F7073",0
"1646","F7079",50000
"1647","F7080",55000
"1648","F7085",25000
"1649","F7093",60000
"1650","F7101",1e+05
"1651","F7105",16000
"1652","F7111",0
"1653","F7112",72000
"1654","F7115",18000
"1655","F7121",10000
"1656","F7129",50000
"1657","F7132",1e+05
"1658","F7134",1e+05
"1659","F7139",35000
"1660","F7146",3000
"1661","F7148",20000
"1662","F7151",25000
"1663","F7159",0
"1664","F7163",40000
"1665","F7165",40000
"1666","F7167",364000
"1667","F7168",2500
"1668","F7170",68000
"1669","F7172",180000
"1670","F7173",25000
"1671","F7178",39000
"1672","F7179",25000
"1673","F7182",50000
"1674","F7184",20000
"1675","F7210",20000
"1676","F7214",0
"1677","F7227",85000
"1678","F7229",75000
"1679","F7240",20000
"1680","F7248",80000
"1681","F7257",50000
"1682","F7258",15000
"1683","F7261",150000
"1684","F7265",10000
"1685","F7266",150000
"1686","F7269",180000
"1687","F7271",20000
"1688","F7274",30000
"1689","F7279",10000
"1690","F7290",3000
"1691","F7300",0
"1692","F7307",40000
"1693","F7310",8000
"1694","F7315",35000
"1695","F7316",0
"1696","F7318",6000
"1697","F7325",25000
"1698","F7326",20000
"1699","F7333",25000
"1700","F7340",264000
"1701","F7343",72000
"1702","F7350",60000
"1703","F7354",0
"1704","F7355",15000
"1705","F7356",30000
"1706","F7367",9000
"1707","F7369",90000
"1708","F7372",95000
"1709","F7374",30000
"1710","F7375",75000
"1711","F7378",6e+05
"1712","F7381",10000
"1713","F7382",25000
"1714","F7386",48000
"1715","F7387",40000
"1716","F7392",10000
"1717","F7393",15000
"1718","F7395",15000
"1719","F7396",30000
"1720","F7399",0
"1721","F7413",20000
"1722","F7414",60000
"1723","F7421",30000
"1724","F7423",0
"1725","F7428",40000
"1726","F7431",2000
"1727","F7434",2500
"1728","F7435",-88
"1729","F7438",10000
"1730","F7442",1e+05
"1731","F7443",5000
"1732","F7447",120000
"1733","F7448",1e+05
"1734","F7449",28000
"1735","F7450",9000
"1736","F7451",20000
"1737","F7468",5000
"1738","F7469",95000
"1739","F7472",25000
"1740","F7474",70000
"1741","F7481",30000
"1742","F7484",120000
"1743","F7485",9000
"1744","F7488",50000
"1745","F7493",30000
"1746","F7495",2e+05
"1747","F7498",40000
"1748","F7499",85000
"1749","F7509",15000
"1750","F7512",10000
"1751","F7525",1e+05
"1752","F7532",3e+05
"1753","F7537",120000
"1754","F7539",250000
"1755","F7540",550000
"1756","F7549",6000
"1757","F7553",80000
"1758","F7554",320000
"1759","F7564",13000
"1760","F7576",30000
"1761","F7578",65000
"1762","F7594",60000
"1763","F7596",4e+05
"1764","F7600",50000
"1765","F7602",1000
"1766","F7605",120000
"1767","F7611",2e+05
"1768","F7614",25000
"1769","F7615",20000
"1770","F7619",30000
"1771","F7623",40000
"1772","F7624",55000
"1773","F7626",25000
"1774","F7629",9100
"1775","F7632",20000
"1776","F7635",0
"1777","F7640",1e+05
"1778","F7652",40000
"1779","F7657",30000
"1780","F7670",80000
"1781","F7673",120000
"1782","F7685",2e+05
"1783","F7687",0
"1784","F7690",0
"1785","F7692",40000
"1786","F7695",45000
"1787","F7703",12000
"1788","F7708",2000
"1789","F7709",2000
"1790","F7712",160000
"1791","F7714",560000
"1792","F7719",-240000
"1793","F7721",12000
"1794","F7729",10000
"1795","F7730",48000
"1796","F7733",240000
"1797","F7736",115000
"1798","F7742",25000
"1799","F7743",25000
"1800","F7747",20000
"1801","F7748",5000
"1802","F7751",175000
"1803","F7752",16000
"1804","F7759",30000
"1805","F7763",70000
"1806","F7766",30000
"1807","F7767",40000
"1808","F7775",20000
"1809","F7782",75000
"1810","F7783",8000
"1811","F7787",70000
"1812","F7789",0
"1813","F7794",240000
"1814","F7805",2e+05
"1815","F7814",60000
"1816","F7816",150000
"1817","F7819",50000
"1818","F7822",65000
"1819","F7825",250000
"1820","F7830",80000
"1821","F7838",15000
"1822","F7839",50000
"1823","F7843",65000
"1824","F7849",35000
"1825","F7850",20000
"1826","F7853",45000
"1827","F7854",6400
"1828","F7860",25000
"1829","F7867",20000
"1830","F7869",0
"1831","F7875",240000
"1832","F7877",30000
"1833","F7881",60000
"1834","F7894",60000
"1835","F7895",120000
"1836","F7900",8000
"1837","F7904",38000
"1838","F7905",92000
"1839","F7909",30000
"1840","F7912",20000
"1841","F7913",15000
"1842","F7920",308000
"1843","F7932",50000
"1844","F7936",50000
"1845","F7937",40000
"1846","F7942",40000
"1847","F7945",150000
"1848","F7948",3e+05
"1849","F7964",53000
"1850","F7967",50000
"1851","F7968",520000
"1852","F7976",3000
"1853","F7977",330000
"1854","F7979",20000
"1855","F7981",60000
"1856","F7989",15000
"1857","F7992",50000
"1858","F7995",30000
"1859","F7999",2000
"1860","F8002",50000
"1861","F8005",10000
"1862","F8007",22500
"1863","F8010",1500000
"1864","F8013",60000
"1865","F8014",54000
"1866","F8017",15000
"1867","F8019",80000
"1868","F8023",35000
"1869","F8026",1e+05
"1870","F8028",4e+05
"1871","F8030",10000
"1872","F8032",27000
"1873","F8036",7200
"1874","F8038",42000
"1875","F8039",250000
"1876","F8042",35000
"1877","F8043",80000
"1878","F8044",1e+05
"1879","F8046",5000
"1880","F8049",35000
"1881","F8055",90000
"1882","F8056",150000
"1883","F8057",150000
"1884","F8062",15000
"1885","F8072",2e+05
"1886","F8076",10500
"1887","F8077",60000
"1888","F8085",60000
"1889","F8089",45000
"1890","F8103",50000
"1891","F8110",12000
"1892","F8123",5000
"1893","F8126",30000
"1894","F8127",25000
"1895","F8135",0
"1896","F8137",0
"1897","F8141",35000
"1898","F8143",12000
"1899","F8153",61000
"1900","F8160",60000
"1901","F8172",20000
"1902","F8177",45000
"1903","F8193",10000
"1904","F8194",150000
"1905","F8196",50000
"1906","F8199",50000
"1907","F8200",210000
"1908","F8213",30000
"1909","F8215",20000
"1910","F8217",40000
"1911","F8218",60000
"1912","F8220",45000
"1913","F8221",80000
"1914","F8229",240000
"1915","F8232",520000
"1916","F8236",12000
"1917","F8245",40000
"1918","F8247",50000
"1919","F8258",50000
"1920","F8260",120000
"1921","F8276",50000
"1922","F8285",182000
"1923","F8287",60000
"1924","F8294",10000
"1925","F8296",50000
"1926","F8298",30000
"1927","F8299",30000
"1928","F8302",3500
"1929","F8303",25000
"1930","F8310",15000
"1931","F8311",20000
"1932","F8313",20000
"1933","F8317",0
"1934","F8320",40000
"1935","F8321",63000
"1936","F8327",25000
"1937","F8328",15000
"1938","F8332",50000
"1939","F8336",50000
"1940","F8339",15000
"1941","F8342",2500
"1942","F8343",8200
"1943","F8344",50000
"1944","F8353",10000
"1945","F8362",20000
"1946","F8363",20000
"1947","F8367",60000
"1948","F8371",30000
"1949","F8372",20000
"1950","F8382",35000
"1951","F8392",5000
"1952","F8395",50000
"1953","F8397",420000
"1954","F8398",0
"1955","F8403",70000
"1956","F8407",35000
"1957","F8408",0
"1958","F8409",20000
"1959","F8413",40000
"1960","F8416",0
"1961","F8420",90000
"1962","F8433",30000
"1963","F8435",30000
"1964","F8436",40000
"1965","F8445",384000
"1966","F8447",10000
"1967","F8448",20000
"1968","F8454",45000
"1969","F8467",45000
"1970","F8469",218000
"1971","F8470",30000
"1972","F8475",130000
"1973","F8476",140000
"1974","F8497",30000
"1975","F8499",140000
"1976","F8511",0
"1977","F8513",27500
"1978","F8514",120000
"1979","F8516",40000
"1980","F8518",50000
"1981","F8521",40000
"1982","F8527",15000
"1983","F8532",60000
"1984","F8537",150000
"1985","F8539",25000
"1986","F8540",80000
"1987","F8547",40000
"1988","F8549",15000
"1989","F8552",45000
"1990","F8554",50000
"1991","F8557",50000
"1992","F8562",34000
"1993","F8567",0
"1994","F8568",0
"1995","F8574",15000
"1996","F8575",30000
"1997","F8584",5e+05
"1998","F8592",18000
"1999","F8600",70000
"2000","F8601",30000
"2001","F8605",250000
"2002","F8608",15000
"2003","F8618",45000
"2004","F8619",20000
"2005","F8620",12000
"2006","F8621",3e+05
"2007","F8627",30000
"2008","F8630",15000
"2009","F8632",50000
"2010","F8635",45000
"2011","F8636",2000
"2012","F8638",115000
"2013","F8639",1000
"2014","F8646",50000
"2015","F8653",0
"2016","F8655",80000
"2017","F8656",18000
"2018","F8658",0
"2019","F8660",30000
"2020","F8662",34000
"2021","F8669",1e+05
"2022","F8670",12000
"2023","F8674",50000
"2024","F8681",80000
"2025","F8682",0
"2026","F8688",18000
"2027","F8689",20000
"2028","F8690",78000
"2029","F8717",150000
"2030","F8720",25000
"2031","F8728",2000
"2032","F8735",140000
"2033","F8737",50000
"2034","F8758",1e+05
"2035","F8767",7000
"2036","F8772",32000
"2037","F8775",5000
"2038","F8779",112000
"2039","F8781",50000
"2040","F8783",30000
"2041","F8792",2e+06
"2042","F8799",0
"2043","F8809",65000
"2044","F8813",40000
"2045","F8828",44000
"2046","F8833",4000
"2047","F8844",120000
"2048","F8852",25000
"2049","F8866",12000
"2050","F8871",15000
"2051","F8880",36000
"2052","F8881",450000
"2053","F8882",30000
"2054","F8883",5000
"2055","F8887",80000
"2056","F8892",40000
"2057","F8893",150000
"2058","F8894",15000
"2059","F8895",150000
"2060","F8896",60000
"2061","F8903",15000
"2062","F8908",18000
"2063","F8911",80000
"2064","F8925",50000
"2065","F8926",10000
"2066","F8927",26000
"2067","F8930",10000
"2068","F8933",15000
"2069","F8934",150000
"2070","F8936",30000
"2071","F8946",50000
"2072","F8947",15000
"2073","F8952",25000
"2074","F8957",20000
"2075","F8962",25000
"2076","F8964",30000
"2077","F8967",612000
"2078","F8969",30000
"2079","F8970",40000
"2080","F8978",20000
"2081","F8987",11000
"2082","F8989",0
"2083","F8991",0
"2084","F8996",82000
"2085","F9002",30000
"2086","F9005",20000
"2087","F9009",15000
"2088","F9016",20000
"2089","F9017",8000
"2090","F9023",50000
"2091","F9024",6000
"2092","F9028",78000
"2093","F9034",20000
"2094","F9036",0
"2095","F9044",50000
"2096","F9048",60000
"2097","F9054",32000
"2098","F9058",2000
"2099","F9062",24000
"2100","F9067",120000
"2101","F9071",40000
"2102","F9072",10000
"2103","F9079",15000
"2104","F9080",30000
"2105","F9081",20000
"2106","F9085",15000
"2107","F9089",30000
"2108","F9092",43000
"2109","F9093",40000
"2110","F9094",0
"2111","F9107",60000
"2112","F9108",40000
"2113","F9117",60000
"2114","F9127",1e+05
"2115","F9135",15000
"2116","F9139",40000
"2117","F9140",50000
"2118","F9146",30000
"2119","F9155",375000
"2120","F9157",1e+05
"2121","F9160",1e+05
"2122","F9171",40000
"2123","F9177",6000
"2124","F9181",72000
"2125","F9182",240000
"2126","F9193",5000
"2127","F9198",30000
"2128","F9202",10000
"2129","F9206",5000
"2130","F9223",2e+05
"2131","F9226",50000
"2132","F9228",175000
"2133","F9233",1500
"2134","F9237",33000
"2135","F9238",35000
"2136","F9240",10000
"2137","F9244",4e+05
"2138","F9254",120000
"2139","F9255",20000
"2140","F9262",10000
"2141","F9263",15000
"2142","F9266",60000
"2143","F9267",3e+05
"2144","F9270",27000
"2145","F9278",186300
"2146","F9282",30000
"2147","F9284",0
"2148","F9291",18000
"2149","F9296",1700000
"2150","F9300",3e+05
"2151","F9301",85000
"2152","F9302",30000
"2153","F9309",10000
"2154","F9312",-25000
"2155","F9313",30000
"2156","F9316",0
"2157","F9320",50000
"2158","F9330",12000
"2159","F9332",0
"2160","F9344",2e+05
"2161","F9346",10000
"2162","F9353",40000
"2163","F9360",10000
"2164","F9361",0
"2165","F9368",8000
"2166","F9379",70000
"2167","F9381",13000
"2168","F9387",2e+06
"2169","F9388",15000
"2170","F9393",0
"2171","F9398",4000
"2172","F9411",30000
"2173","F9415",35000
"2174","F9421",6000
"2175","F9429",0
"2176","F9430",20000
"2177","F9435",24000
"2178","F9451",0
"2179","F9455",80000
"2180","F9458",60000
"2181","F9461",32000
"2182","F9462",52000
"2183","F9467",90000
"2184","F9471",0
"2185","F9473",60000
"2186","F9474",15000
"2187","F9481",0
"2188","F9484",0
"2189","F9488",90000
"2190","F9489",55000
"2191","F9490",3e+05
"2192","F9491",40000
"2193","F9492",120000
"2194","F9505",12000
"2195","F9510",1e+05
"2196","F9511",10000
"2197","F9512",27000
"2198","F9519",30000
"2199","F9520",30000
"2200","F9521",60000
"2201","F9530",30000
"2202","F9532",50000
"2203","F9533",60000
"2204","F9539",10000
"2205","F9545",5500
"2206","F9547",50000
"2207","F9555",50000
"2208","F9558",19500
"2209","F9559",0
"2210","F9562",150000
"2211","F9563",110000
"2212","F9571",64000
"2213","F9574",1e+05
"2214","F9580",80000
"2215","F9581",20000
"2216","F9584",2e+05
"2217","F9585",60000
"2218","F9597",30000
"2219","F9599",40000
"2220","F9602",25000
"2221","F9607",1e+05
"2222","F9609",25000
"2223","F9612",15000
"2224","F9615",40000
"2225","F9616",48000
"2226","F9621",28000
"2227","F9624",48000
"2228","F9626",30000
"2229","F9628",5000
"2230","F9629",40000
"2231","F9634",85000
"2232","F9641",25000
"2233","F9642",38000
"2234","F9643",350000
"2235","F9651",22000
"2236","F9652",30000
"2237","F9655",2e+05
"2238","F9657",40000
"2239","F9661",70000
"2240","F9662",40000
"2241","F9664",20000
"2242","F9671",30000
"2243","F9672",20000
"2244","F9674",16000
"2245","F9677",140000
"2246","F9680",55000
"2247","F9681",20000
"2248","F9685",10000
"2249","F9688",40000
"2250","F9695",40000
"2251","F9696",10000
"2252","F9705",20000
"2253","F9707",40000
"2254","F9711",45000
"2255","F9712",70000
"2256","F9716",90000
"2257","F9721",40000
"2258","F9723",50000
"2259","F9724",150000
"2260","F9725",30000
"2261","F9727",20000
"2262","F9728",35000
"2263","F9731",50000
"2264","F9733",12000
"2265","F9737",3e+05
"2266","F9739",15000
"2267","F9742",20000
"2268","F9748",0
"2269","F9752",6000
"2270","F9757",85000
"2271","F9760",0
"2272","F9762",50000
"2273","F9766",40000
"2274","F9768",15000
"2275","F9769",0
"2276","F9777",0
"2277","F9778",150000
"2278","F9781",10000
"2279","F9782",30000
"2280","F9784",5000
"2281","F9786",3e+05
"2282","F9788",1e+05
"2283","F9790",15000
"2284","F9802",7000
"2285","F9807",25000
"2286","F9811",23000
"2287","F9812",10000
"2288","F9827",1e+05
"2289","F9831",60000
"2290","F9838",60000
"2291","F9842",1e+05
"2292","F9846",78000
"2293","F9851",120000
"2294","F9852",45000
"2295","F9858",5000
"2296","F9859",35000
"2297","F9861",620000
"2298","F9864",0
"2299","F9865",48000
"2300","F9867",18000
"2301","F9874",60000
"2302","F9881",25000
"2303","F9882",50000
"2304","F9883",390000
"2305","F9894",44000
"2306","F9896",10000
"2307","F9898",0
"2308","F9902",20000
"2309","F9904",15000
"2310","F9907",1e+05
"2311","F9913",20000
"2312","F9917",35000
"2313","F9919",-30000
"2314","F9924",80000
"2315","F9925",0
